member,organization,program,ein,amount,agency,purpose
Krishnan,"Korean American Family Service Center, The",Council District 25,133609811,5000,DYCD,"To provide services to Asian Americans who have survived domestic violence (DV), sexual assault, relationship violence, human trafficking, and child abuse in Council District 25."
Ung,"Korean American Family Service Center, The",Economic Empowerment Program - Adult Literacy,133609811,7500,DYCD,"To support the Economic Empowerment Program, which helps victims of domestic violence move from crisis to economically empowered and independent lives via adult literacy programs such as ESOL, computer, and job training programs."
Maloney,"Korean American Family Service Center, The",Manhattan Satellite Office,133609811,5000,DYCD,Funds will be used to support the Manhattan Satellite Office.
Ung,"Korean American Senior Citizens Society of Greater New York, Inc.",Korean American Senior Services - Council District 20,112455396,5000,DFTA,To support Korean American senior case assistance and senior programming for residents in Council District 20.
Ung,Korean American Youth Choir of New York,Cultural Performances & Youth Development Program - Council District 20,994174091,5000,DYCD,"Funding to support programming including music training, performances at local schools, cultural festivals, and community events in Council District 20."
Ung,"Korean Community Services of Metropolitan New York, Inc.",,237348989,10000,DYCD,To support KCS's adult literacy/ESOL programming in Council District 20.
Lee,"Korean Community Services of Metropolitan New York, Inc.",ESOL Programming - Council District 23,237348989,10000,DYCD,Funding to support maintenance and expansion of ESOL programming in Council District 23.
Ung,"Korean Community Services of Metropolitan New York, Inc.",Flushing Older Adult Center,237348989,5000,DFTA,"To fund programmatic and operation costs of the congregate meals, case assistance, education and recreation, and other senior programming for residents in Council District 20."
Ung,"Korean-American Parents Association of Greater New York, Inc.",,260893800,5000,DYCD,Funding to support KAPA-GNY's programming including weekly parent workshops.
Carr,"Kraja Association, Inc. -",,814587164,5000,DYCD,"Funds to be used for operations, programs and events."
Carr,Kresischer Mansion Historical Preservation Society Corp.,,333459695,5000,DYCD,Funds to be used for operational costs and programming for youth.
Morano,Kresischer Mansion Historical Preservation Society Corp.,,333459695,5000,DYCD,Funds to be used for operational and programming costs.
De La Rosa,"La Asociacion Americana De Estudios Culturales Universales, Inc.",Tarde Holistica & Portal de Luz,133059518,5000,DYCD,To support Tarde Holistica & Portal de Luz programming in relation to holistic healing.
Epstein,"La Mama Experimental Theatre Club, Inc.",Community Programs - Council District 2,132620861,5000,DCLA,Funds will support La MaMa community programs and services in Council District 2.
Marte,"La Mama Experimental Theatre Club, Inc.",La Mama Kids,132620861,5000,DCLA,"To support community programming, including La MaMa Kids."
Gutierrez,"La Nueva Esperanza, Inc.",Council District 34,204393724,10000,DHMH,"Funding will be utilized to support programs around public health, anti-poverty, and food access for constituents."
Thomas-Henry,La Victoria Foundation,Legal Services - Council District 21,853986436,10000,DYCD,"Funds will be used to support programming within Council District 21, including legal services."
Brewer,"Landmark West!, Inc.",Keeping the Past for the Future,133363655,10000,DCLA,"Funds will support youth education programs that celebrate the artistic, cultural, and built heritage of the Upper West Side (UWS) of Manhattan."
Joseph,"LaSante Health Center, Inc.",Care Coordination & Referrals Program - Council District 40,464149537,5000,DHMH,Funds will support the Care Coordination and Referrals Program in Council District 40.
De La Rosa,"Latino Film Market, Inc.",Council District 10,824925064,12000,DCLA,To support the programming and operations in Council District 10. Page 92 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Hankerson,"League of Women Voters of the City of New York, Inc.",Civic Engagement Initiatives - City Council District 28,133100525,5000,DYCD,"Funds will support civic engagement in Council District 28, including civic workshops, civic explainers, and ""Constitution Conversation Starter Kits""."
Hanif,"Leap, Inc.",,113111694,10000,SBS,To support skills training programs for low-income residents of public housing.
Mealy,Legal Aid Society,Civil Legal Services - Brooklyn,135562265,10000,DSS/HRA,Funds will support citywide Civil Legal Services in Brooklyn.
Wilson,Legal Aid Society,Civil Legal Services - Council District 3,135562265,5000,DSS/HRA,Funds will support our citywide Civil Legal Services in Council District 3.
Joseph,Legal Aid Society,Civil Legal Services - Council District 40,135562265,5000,DSS/HRA,"Funding will support civil legal services, including housing and foreclosure prevention, homeless rights, government benefits, health, employment, low-wage worker protections, immigration, and family and domestic violence services in Council District 40."
Louis,Legal Aid Society,Civil Legal Services - Council District 45,135562265,5000,DSS/HRA,Funds will support civil legal services programming in Council District 45.
Brewer,Legal Aid Society,Civil Legal Services - Council District 6,135562265,5000,DSS/HRA,Funds to support civil legal services in Council District 6.
Speaker,Wilson Legal Aid Society,Civil Legal Services in Council District 3,135562265,50000,DYCD,Funds will be used to help residents with civil legal services in Council District 3.
Maloney,Legal Aid Society,Council District 04,135562265,5000,DSS/HRA,Funds will be used to support divorce proceedings representation for domestic violence survivors.
Farias,Legal Aid Society,Council District 18,135562265,10000,DSS/HRA,Funding to support civil legal services in Council District 18.
Ung,Legal Aid Society,Council District 20,135562265,5000,DSS/HRA,"To support LAS's legal service programming, seminars, and workshop in Council District 20."
Hankerson,Legal Aid Society,Council District 28,135562265,20000,DSS/HRA,Funds will support legal Services in Council District 28.
Encarnacion,Legal Aid Society,Legal Services - Council District 08,135562265,10000,DSS/HRA,Funds to support legal services in Council District 08.
Thomas-Henry,Legal Aid Society,Legal Services - Council District 21,135562265,20000,DSS/HRA,Funds will be used to provide legal services for Council District 21.
Hankerson,"Legal Outreach, Inc.",Council District 28,133214627,25000,DYCD,Funds will support legal outreach programming in Council District 28.
Epstein,"LES Film Festival, Inc.",Film Screening - Council District 2,473358596,10000,DYCD,Funds will support outdoor movie screenings in Council District 2.
Speaker,"Lesbian and Gay Community Services Center (LGBT Center), Inc.",,133217805,50000,DSS/HRA,To provide funding support for an archivist.
Epstein,"Lesbian and Gay Community Services Center (LGBT Center), Inc.",Council District 2,133217805,5000,DSS/HRA,Funds will support the community center’s programs and operations.
Wilson,"Lesbian and Gay Community Services Center (LGBT Center), Inc.",LGBTQ Community Crisis Intervention Program (LGBTQ CCI),133217805,12500,DSS/HRA,"Funding to support the LGBT Community Crisis Intervention Program (LGBT CCI), providing crisis support and information."
Speaker,"Wilson Lesbian and Gay Community Services Center (LGBT Center), Inc.",LGBTQ Youth in Poverty,133217805,200000,DSS/HRA,"To help support the LGBT Community Center's LGBTYOC programming, including their LGBTYOC Poverty Reduction Initiative, LGBT specific outpatient substance abuse treatment program, and LGBTQ Queer Tech Camp program."
Marte,"Leslie-Lohman Museum of Gay and Lesbian Art, The","Art Programming, Education Initiatives & Community Engagement",461245243,5000,DCLA,"Funds will be used to support art programming, educational initiatives, and community engagement."
Krishnan,"Lewis Howard Latimer Fund, Inc.",Council District 25,112983131,5000,DCLA,Funding to support The Lewis Latimer House Museum (LLHM) intergenerational programming and engagements in Council District 25. Page 93 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
