year,category,category_canonical,initiative,initiative_canonical,award_type,member,organization,program,ein,amount,agency,purpose
FY25,OLDER ADULT SERVICES,Older Adult Services,"Older Adult Clubs, Programs, and Enhancements","Older Adult Clubs, Programs, and Enhancements",initiative_provider,,"Jewish Community Center of Staten Island, Inc.",Stapleton Senior Center,135562256,8333,,
FY25,OLDER ADULT SERVICES,Older Adult Services,"Older Adult Clubs, Programs, and Enhancements","Older Adult Clubs, Programs, and Enhancements",initiative_provider,,"Jewish Community Council of Greater Coney Island, Inc.",Homecare,112665181,78175,,
FY25,OLDER ADULT SERVICES,Older Adult Services,"Older Adult Clubs, Programs, and Enhancements","Older Adult Clubs, Programs, and Enhancements",initiative_provider,,"New York Foundation for Senior Citizens, Inc.",Project Cart,132618568,32273,,
FY25,OLDER ADULT SERVICES,Older Adult Services,"Older Adult Clubs, Programs, and Enhancements","Older Adult Clubs, Programs, and Enhancements",initiative_provider,,"Reaching Out Community Services, Inc.",,113615625,48410,,
FY25,OLDER ADULT SERVICES,Older Adult Services,"Older Adult Clubs, Programs, and Enhancements","Older Adult Clubs, Programs, and Enhancements",initiative_provider,,"Regional Aid for Interim Needs, Inc.",Findlay House,136213586,221880,,
FY25,OLDER ADULT SERVICES,Older Adult Services,"Older Adult Clubs, Programs, and Enhancements","Older Adult Clubs, Programs, and Enhancements",initiative_provider,,"Regional Aid for Interim Needs, Inc.",Mechler Hall SC,136213586,50000,,
FY25,OLDER ADULT SERVICES,Older Adult Services,"Older Adult Clubs, Programs, and Enhancements","Older Adult Clubs, Programs, and Enhancements",initiative_provider,,"Regional Aid for Interim Needs, Inc.",Tolentine Zeiser SC,136213586,149990,,
FY25,OLDER ADULT SERVICES,Older Adult Services,"Older Adult Clubs, Programs, and Enhancements","Older Adult Clubs, Programs, and Enhancements",initiative_provider,,"Seniors Helping Seniors, Inc.",,133111915,50694,,
FY25,OLDER ADULT SERVICES,Older Adult Services,"Older Adult Clubs, Programs, and Enhancements","Older Adult Clubs, Programs, and Enhancements",initiative_provider,,"Sephardic Community Youth Center, Inc.",,112567809,201709,,
FY25,OLDER ADULT SERVICES,Older Adult Services,"Older Adult Clubs, Programs, and Enhancements","Older Adult Clubs, Programs, and Enhancements",initiative_provider,,"Services And Advocacy For Gay, Lesbian, Bisexual And Transgender Elders, Inc.",Senior Housing Navigation,132947657,36868,,
FY25,OLDER ADULT SERVICES,Older Adult Services,"Older Adult Clubs, Programs, and Enhancements","Older Adult Clubs, Programs, and Enhancements",initiative_provider,,"Shorefront Jewish Community Council, Inc.",,112986161,38233,,
FY25,OLDER ADULT SERVICES,Older Adult Services,"Older Adult Clubs, Programs, and Enhancements","Older Adult Clubs, Programs, and Enhancements",initiative_provider,,Spanish Speaking Elderly Council,RAICES - Astoria Houses Social Club,112730462,30000,,
FY25,OLDER ADULT SERVICES,Older Adult Services,"Older Adult Clubs, Programs, and Enhancements","Older Adult Clubs, Programs, and Enhancements",initiative_provider,,Spanish Speaking Elderly Council,RAICES - Farragut OAC,112730462,30000,,
FY25,OLDER ADULT SERVICES,Older Adult Services,"Older Adult Clubs, Programs, and Enhancements","Older Adult Clubs, Programs, and Enhancements",initiative_provider,,St. Nick's Alliance Corporation,Swinging 60s Senior Center,510192170,20000,,
FY25,OLDER ADULT SERVICES,Older Adult Services,"Older Adult Clubs, Programs, and Enhancements","Older Adult Clubs, Programs, and Enhancements",member_item,Staten Island,"Community Services Friendship Clubs, Inc.",Arrochar Friendship Club,132778244,8333,,
FY25,OLDER ADULT SERVICES,Older Adult Services,"Older Adult Clubs, Programs, and Enhancements","Older Adult Clubs, Programs, and Enhancements",member_item,Staten Island,"Community Services Friendship Clubs, Inc.",Great Kills Friendship Club,132778244,8333,,
FY25,OLDER ADULT SERVICES,Older Adult Services,"Older Adult Clubs, Programs, and Enhancements","Older Adult Clubs, Programs, and Enhancements",member_item,Staten Island,"Community Services Friendship Clubs, Inc.",Mt. Loretto Friendship Club,132778244,8333,,
FY25,OLDER ADULT SERVICES,Older Adult Services,"Older Adult Clubs, Programs, and Enhancements","Older Adult Clubs, Programs, and Enhancements",member_item,Staten Island,"Community Services Friendship Clubs, Inc.",New Dorp Friendship Club,132778244,8333,,
FY25,OLDER ADULT SERVICES,Older Adult Services,"Older Adult Clubs, Programs, and Enhancements","Older Adult Clubs, Programs, and Enhancements",member_item,Staten Island,"Community Services Friendship Clubs, Inc.",Todt Hill Friendship Club,132778244,8333,,
FY25,OLDER ADULT SERVICES,Older Adult Services,"Older Adult Clubs, Programs, and Enhancements","Older Adult Clubs, Programs, and Enhancements",initiative_provider,,"Union Settlement Association, Inc.",Washington Lexington SC,131632530,30000,,
FY25,OLDER ADULT SERVICES,Older Adult Services,"Older Adult Clubs, Programs, and Enhancements","Older Adult Clubs, Programs, and Enhancements",initiative_provider,,"Visiting Neighbors, Inc.",,237379098,64547,,
FY25,OLDER ADULT SERVICES,Older Adult Services,"Older Adult Clubs, Programs, and Enhancements","Older Adult Clubs, Programs, and Enhancements",initiative_provider,,"West Side Federation for Senior and Supportive Housing, Inc.",Boriquen Court,132926433,24205,,
FY25,OLDER ADULT SERVICES,Older Adult Services,Social Adult Day Care,Social Adult Day Care,initiative_provider,,"Catholic Charities Neighborhood Services, Inc.",,112047151,167284,,
FY25,OLDER ADULT SERVICES,Older Adult Services,Social Adult Day Care,Social Adult Day Care,initiative_provider,,"Hamilton-Madison House, Inc.",,135562412,167284,,
FY25,OLDER ADULT SERVICES,Older Adult Services,Social Adult Day Care,Social Adult Day Care,initiative_provider,,"Jewish Community Center of Staten Island, Inc.",,135562256,167284,,
FY25,OLDER ADULT SERVICES,Older Adult Services,Social Adult Day Care,Social Adult Day Care,initiative_provider,,"Lenox Hill Neighborhood House, Inc.",,131628180,167284,,
FY25,OLDER ADULT SERVICES,Older Adult Services,Social Adult Day Care,Social Adult Day Care,initiative_provider,,"Riseboro Community Partnership, Inc.",,112453853,167284,,
FY25,OLDER ADULT SERVICES,Older Adult Services,Social Adult Day Care,Social Adult Day Care,initiative_provider,,"Riverdale Senior Services, Inc.",,237357997,167284,,
FY25,OLDER ADULT SERVICES,Older Adult Services,Social Adult Day Care,Social Adult Day Care,initiative_provider,,"Selfhelp Community Services, Inc.",,131624178,167284,,
FY25,OLDER ADULT SERVICES,Older Adult Services,Social Adult Day Care,Social Adult Day Care,initiative_provider,,"Sunnyside Community Services, Inc.",,510189327,167284,,
FY25,OLDER ADULT SERVICES,Older Adult Services,Social Adult Day Care,Social Adult Day Care,initiative_provider,,"Sunset Park Health Council, Inc.",,202508411,167284,,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Williams,"100 Suits for 100 Men, Inc.",,462971279,10000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Gennaro,"Agudath Israel of America Community Services, Inc.",COPE Program,133975090,10000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,De La Rosa,"Agudath Israel of America Community Services, Inc.",Moriah Older Adult Luncheon Club,133975090,10000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Williams,"Allen Community Senior Citizens Center, Inc.",Council District 27,112326244,50000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Brooks-Powers,"Allen Community Senior Citizens Center, Inc.",Council District 31,112326244,15000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Adams,"Allen Community Senior Citizens Center, Inc.",Rockaway Senior Center,112326244,10000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Marmorato,Allerton Avenue Homeowners and Tenants Association,Senior Programming - Council District 13,133101238,20000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Williams,"Alpha Phi Alpha Senior Citizens Center, Inc.",Council District 27,237436147,20000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Brooks-Powers,"Alpha Phi Alpha Senior Citizens Center, Inc.",Council District 31,237436147,15000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Joseph,Alzheimers Disease and Related Disorders Association,"New York City, Inc. - Council District 40",133277408,10000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Hudson,Alzheimers Disease and Related Disorders Association,"New York City, Inc. - MedicAlert NYC Wanderer's Safety Program",133277408,10000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Louis,"American Council Of Minority Women, Inc.",Council District 45,270861591,15000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Hanif,"American-Italian Coalition of Organizations, Inc.",,112488439,30000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Salaam,"Amigos Del Museo Del Barrio, Inc.",Older Adult Bilingual Arts Education - Council District 9,237156720,10000,DCLA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Salaam,"ARC XVI Fort Washington, Inc.",,132745426,20000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,De La Rosa,"ARC XVI Fort Washington, Inc.",Council District 10,132745426,15000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Abreu,"ARC XVI Fort Washington, Inc.",Council District 7,132745426,10000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Vernikov,"Art for Charity Association, Inc.",,822103220,15000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Brooks-Powers,"Bartlett Foundation, The",Council District 31,900952784,15000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Vernikov,"Be Proud, Inc.",,582674169,10000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Narcisse,"Be Proud, Inc.",Council District 46,582674169,20000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Williams,"Because We Care, Inc.",,352825932,10000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Dinowitz,"Bedford Park Multi-Service Center for Senior Citizens, Inc.",,132745303,10000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Feliz,"Bedford Park Multi-Service Center for Senior Citizens, Inc.",Operational Costs,132745303,20000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Banks,Bergen Basin Community Development Corporation d/b/a Millennium Development,Council District 42,113199040,10000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Louis,Bergen Basin Community Development Corporation d/b/a Millennium Development,Council District 45,113199040,10000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Narcisse,Bergen Basin Community Development Corporation d/b/a Millennium Development,Council District 46,113199040,45000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Banks,Bergen Basin Community Development Corporation d/b/a Millennium Development,Wortman Senior Center,113199040,10000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Narcisse,"Bergen Beach Youth Organization, Inc.",Council District 46,112598350,45000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Louis,BHRAGS Home Care Corp,Council District 45,112579798,15000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Vernikov,"BINA Stroke and Brain Injury Assistance, Inc.",,562395556,10000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Joseph,Boro Park Jewish Community Council,Council District 40,113475993,10000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Brooks-Powers,"Braata Productions, Inc.",Council District 31,273402327,10000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Osse,Bridge Street Development Corporation,Quincy Senior Center,113250772,77500,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Louis,Bridging Access to Care,Council District 45,113031208,20000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Feliz,Bronx County Historical Society,Poe Park Programming - Council District 15,136153378,15000,DCLA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Marmorato,"Bronx House, Inc.",,131739935,20000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Dinowitz,"Bronx Opera Company, Inc.",Bronx Opera's Mainstage Performances,237170675,20000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Ayala,"BronxWorks, Inc.",Moore Senior Center,133254484,10000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Sanchez,"BronxWorks, Inc.",Morris Heights Older Adult Center,133254484,10000,DFTA,
FY25,OLDER ADULT SERVICES,Older Adult Services,Support Our Older Adults,Support Our Older Adults,member_item,Sanchez,"BronxWorks, Inc.",Sedgwick Social Club,133254484,10000,DFTA,
