member,organization,program,ein,amount,agency,purpose
Powers,Bard College,Prison Initiative,141713034,5000,MOCJ,"Funding will support the ""Bard Prison Initiative"" program. Page 37 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Miller,"Bartlett Foundation, The",,900952784,10000,DFTA,Funding will provide music outreach to seniors and senior centers in Council District 27.
Chin,Battery Dance Corporation,Downtown Dance Festival,237418859,5000,DCLA,"To support the Downtown Dance Festival (DDF), an annual, free public dance festival in Lower Manhattan. Funding will contribute to the rental of sound equipment, stage, and chairs for the public."
Vallone,"Bay Community Volunteer Ambulance Corps, Inc.",Volunteer Ambulance,116106688,5000,FDNY,Funding will support the services and operating costs of the BCVAC.
Brannan,Bay Ridge Cares,,461784806,10000,DYCD,Funding will be used to support Community Events in Council District 43.
Brannan,Bay Ridge Community Development Center Inc.,,832708042,5000,DYCD,"Funding to support Adult literacy programs including workshops, tutoring and operational costs."
Brannan,"Bay Ridge Saint Patrick's Parade, Inc.",,113256152,5000,DYCD,Funding to support operational expenses associated with presenting the Parade.
Grodenchik,Bayside Historical Society,,116049457,4000,DCLA,To support Bayside cultural programs and services to the public.
Vallone,Bayside Historical Society,"Public Programs, Exhibitions, Education and School Programs & Community Engagement",116049457,47500,DCLA,"Funding will support BHS programs and services to the public including history and art exhibits, education programs public programs, tours of two historic landmarks and expenses related to events."
Vallone,Bayside Village Business Improvement District,Business Attraction & Community Events,262931126,25000,SBS,"Funds will be used for community events hosted by the BID throughout the year, general marketing, and business attraction. CD48 Be Proud, Inc."
,"Funds will be used for community events hosted by the BID throughout the year, general marketing, and business attraction. CD48 Be Proud, Inc.",,582674169,4000,DYCD,"Funding to support the provision of activities and services for those in need, including food distribution/packages and seasonal events."
Maisel,"Be Proud, Inc.",,582674169,2500,DYCD,"Funds will be used to cover costs of appreciation events, annual toy drive, and seasonal food distribution. These costs can include food packages, rental space and event supplies."
Treyger,"Be Proud, Inc.",,582674169,5000,DYCD,"Funds will be used to support events and programs hosted by Be Proud Foundation including Your Highness Grandmother Contest, Toys for Tots Toy Drive, and Community Against Elder Abuse program."
Yeger,"Be Proud, Inc.",,582674169,7500,DYCD,"Funds will be used to cover costs toy-drive events, and food distributions. These costs include food packages, rental space, and event supplies."
Lander,"Beam Center, Inc.",High School After School Programs,454273449,3500,DCLA,Funding to support BeamWorks High School Afterschool programs including science and art workshops.
Dinowitz,"Bedford Park Multi-Service Center for Senior Citizens, Inc.",,132745303,10000,DFTA,Funding to support ongoing educational programming for older adults.
Cornegy,"Bedford Stuyvesant Family Health Center, Inc.",Check HEP- C Program,112412205,5000,DHMH,"Funding to support the Check Hep-C program, assist patients through complete HCV medical evaluation and treatment by providing linkage to care and care coordination services."
Cornegy,"Bedford Stuyvesant Family Health Center, Inc.",Diabetes Management Program,112412205,7500,DHMH,"Funding to support the Diabetes Management program. A series of patient-centered workshops, classes and simple food preparation demonstrations are conducted to assist patients to understand and manage diabetes more effectively."
Cornegy,"Bedford Stuyvesant Family Health Center, Inc.",Prevention & Control,112412205,5000,DHMH,Funding to support HIV prevention services in NYC to engage New Yorkers at risk for STI and HIV acquisition.
Cornegy,"Bedford Stuyvesant Gateway District Management Association, Inc.",,270295829,6500,SBS,To support the operating cost of for services and the needs of the BID.
Ampry-Samuel,Bedford Stuyvesant Restoration Corporation,,116083182,10000,DYCD,To provide funding support for Center for healthy neighborhoods. Page 38 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Speaker,Ampry-Samuel Bedford Stuyvesant Restoration Corporation,,116083182,100000,DYCD,"Funding to support BSRC's community development programs in underserved neighborhoods of Central Brooklyn, including but not limited to workplace readiness, financial literacy, and homeownership/foreclosure prevention workshops."
Rodriguez,"Behind the Book, Inc.",,320086097,5000,DCLA,To support Literacy Programs in Council District 10.
Ayala,"Behind the Book, Inc.",Literacy Programs - Council District 8,320086097,5000,DCLA,"To provide funding to support in-school, after-school, and summer literacy programs in Council District 8."
Treyger,Bensonhurst Council of Jewish Organizations,,112568013,5000,DYCD,Funds will be used to defray the cost of a wide array of services including but not limited to the operation of a food pantry and benefit enrollment.
Yeger,Bensonhurst Council of Jewish Organizations,,112568013,5000,DYCD,Funds will be used for charitable food distribution.
Speaker,Maisel Bergen Basin Community Development Corporation d/b/a Millennium Development,Mill Basin Senior Center at Temple Sholom,113199040,50000,DFTA,To continue service to Mill Basin Senior Center at Temple Sholom. Funds will be used to continue to operate a 5 day per week program at Temple Sholom.
Maisel,Bergen Basin Community Development Corporation d/b/a Millennium Development,Millennium Development Neighborhood Services,113199040,12950,DYCD,"To support, facilitate and coordinate neighborhood activities and events that may include Memorial Day Parade."
Speaker,Maisel Bergen Basin Community Development Corporation d/b/a Millennium Development,Millennium Green Market,113199040,50000,DFTA,"To continue a Green Market in Canarsie, Brooklyn to provide fresh affordable produce and food for underserved, low and moderate income families."
Maisel,Bergen Basin Community Development Corporation d/b/a Millennium Development,Neighborhood Senior Services,113199040,89000,DFTA,"Funding to provide direct services to senior citizens including sponsoring Active Adult activities, events, and health related classes at senior centers."
Maisel,"Bergen Beach Youth Organization, Inc.",Senior & Active Adult Program,112598350,81550,DFTA,Funding to support an Active Adult program that provides direct services to older adults. The funding will be used for program activities including health and wellness teachers and transportation services.
Levin,"Berry Street Tenants Association, Inc.",,465367567,5000,DYCD,Funding to support Berry Street Houses Family Day and Berry Street Houses Family Day Trip.
Koslowitz,Beth Gavriel Bukharian Congregation,After-School Program,113336257,42500,DYCD,Funds will support an after-school program that helps kids with homework and extra circular activities.
Yeger,Beth Jacob Day Care Center,,112290419,17500,DOE,Funds will be used for childcare programs.
Perkins,Bethany Baptist Church,Harlem Healthy Kids Program,132720535,7000,DYCD,Funds will support Harlem Health Kids program.
Perkins,"Bethany Day Nursery, the",Nursery Program,132732818,7000,DOE,Funding to support the costs associated with providing Nursery programming and services.
Rose,Bethel Community Church,"Health, Fitness & Nutrition",133200339,5000,DYCD,"Funds will support the administrative, staffing and operational costs associated with running a monthly breakfast club to promote Health, Nutrition and Fitness in youth and teens, young adults and adults."
Brannan,BHRAGS Home Care Corp,,112579798,5000,DYCD,"Funding to support senior and youth programming, including health/wellness, physical education/classes and enrichment activities."
Dromm,"Big Apple Greeter, Inc.",,133733413,5000,SBS,"To fund program that New York City, including Council District 25, through international, national and local media campaigns, recruitment and orientation of volunteers, and events."
Koo,"Big Apple Greeter, Inc.",,133733413,5000,SBS,"To cover the costs associated with the greeting program for domestic and international travelers, and greeter outings."
Powers,"Big Apple Greeter, Inc.",,133733413,5000,SBS,Funding will support Big Apple Greeter program costs.
Chin,"Big Apple Greeter, Inc.",Council District 1,133733413,3500,SBS,To support volunteer greeter program for visitors of Council District 1.
