member,organization,program,ein,amount,agency,purpose
Krishnan,"Midtown Management Group, Inc.",Council District 25,133192793,5000,DCLA,Funds will be used to support school programs in Council District 25.
Menin,"Midtown Management Group, Inc.",Council District 5,133192793,5000,DCLA,To fund a program supporting youth Broadway students within Council District 5. Page 99 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Brannan,"Midtown Management Group, Inc.",Performing Arts Education,133192793,25000,DCLA,"To support the ""Broadway in Your School"" program."
Feliz,"Midtown Management Group, Inc.",Public School 028X Mount Hope (09X028),133192793,20000,DCLA,Funds will support Public School 028X Mount Hope (09X028) programming.
Rivera,"Migrant Kitchen Incorporated, The",Meal Delivery & Food Access Programs,850592518,5000,DYCD,Funds will support meal delivery and food access programs.
Gutierrez,"Migrant Kitchen Incorporated, The",Senior Meal Distributions - Council District 34,850592518,5000,DYCD,Funding will support senior Meal Distributions for Council District 34.
Lee,"MinKwon Center for Community Action, Inc.",,112710506,5000,DYCD,To support community education programming and outreach in Council District 23.
Carr,"Minty Organization for the Performing Arts, Inc.",,464137962,5000,DYCD,"Funding to support operational costs associated with the auditors/judges who evaluate each participating school’s show throughout the academic year; the costumes, as well as other production components of the performance."
Aviles,"Mixteca Organization, Inc.",Adult Education Program,113561651,30000,DYCD,"To support expansion of Mixteca's Adult Education Program including ESOL, computer literacy, and literacy services for Latinx and Indigenous communities."
Hanif,"Mixteca Organization, Inc.",Workforce Development,113561651,15000,DYCD,Funds will support workforce development for asylum seekers.
Rivera,"Mobilization for Justice, Inc.",Council District 2,132622748,5000,DSS/HRA,Funds will support services in Council District 2.
Nurse,"Mobilization for Justice, Inc.",Free Legal Services - Council District 37,132622748,15000,DSS/HRA,"Funds will support free legal services for low-income residents in Council District 37, including legal advice, counsel, and representation in housing, economic justice, immigration, and more."
Morano,Modest Community Services,,134288916,5000,DYCD,Funds will be used to support youth programming.
Louis,"Modify Wellness, Inc.",Community Mental Health Programs - Council District 45,862578460,5000,DYCD,"Funds will support the goal to normalize mental health and wellness within the Black community and provide resources, educational workshop, and support services in Council District 45."
De La Rosa,"Morningside Center for Teaching Social Responsibility, Inc.",Council District 10,133185340,15000,DYCD,"To support a pilot program in Council District 10 providing training and support for public school teachers, students, and staff in culturally affirming social-emotional learning, restorative practices, conflict resolution, and racial equity."
Abreu,Morningside Heights Community Coalition,Affordable Housing Advocacy - Council District 7,813984395,12500,HPD,Funding to support operating costs associated with affordable housing advocacy initiative in Council District 7.
Adams,Morris Brown AME Church,,113559462,5500,DYCD,To assist with community and food pantry services in Council District 28.
Louis,"Morris Heights Health Center, Inc.","Women Reproductive & Maternal Health Equity - Council District 45 61081232 $5,000 DHMH Fund will be used to support the Maternal Health and Hope Coalition (MHHCo) to improve maternal health equity for families in high-need neighborhoods and community empowerment, public programming and holiday events in Council District 45. Marmorato Morris Park Community Association, Inc.",237429900,25000,DYCD,"Funds will support food pantries, senior events, and youth programming at the Morris Park Community Association."
Marmorato,"Morris Park District Management Association, Inc.",The Pulse - Council District 13,830740820,20000,SBS,"Funding will support maintenance of ""The Pulse"" light installation at Loreto Playground and decorative holiday tree light installation."
Abreu,"Morris-Jumel Mansion, Inc.",Community Arts & Culture Programming - Council District 7,132800646,5000,DCLA,Funding to support community cultural programming in Council District 7. Page 100 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Dinowitz,Mosholu Preservation Corporation,Holiday Lights - Council District 11,133109387,35000,DYCD,"To support holiday lights and neighborhood beautification along East 204th St, East 235th St to East 239th St on Katonah Ave, on Bainbridge Avenue, Riverdale Ave, Johnson Ave, White Plains Road, Mosholu Avenue and Bway at 242nd Street."
Riley,"Mosholu-Montefiore Community Center, Inc.",Co-op City Section 5 Teen Center,133622107,5000,DYCD,Funds to be used to support the Co-op City Section 5 Teen Center.
Speaker,"Dinowitz Mosholu-Montefiore Community Center, Inc.",ESOL/Civics Program,133622107,95000,DYCD,To provide funding support for the ESOL/Civics program.
Joseph,"Mothers Aligned Saving Kids (MASK), Inc.",Council District 40,113495018,5000,DYCD,"Funds will be used to support Helpline Support Groups for all mental health issues including addiction, molestation and eating disorders."
Brannan,"Motivational Monster’s, Inc.",Arts & Wellness Community Programming,825510172,15000,DYCD,"To support cultural arts and wellness programming including urban farming, youth arts events, and other cultural/educational workshops."
Speaker,"Brannan Motivational Monster’s, Inc.",Civic Engagement and Urban Farming Programs - Council District 47,825510172,5000,DYCD,"Funds will support civic engagement and public beautification programs, including public arts projects and urban gardening and farming."
Ayala,Mott Haven Community Land Stewards,Civic Engagement,824463916,5000,DYCD,"Funds will be used to provide training and engage community on organizing and understanding their rights. Workshops, lectures and other programmatic events."
Rivera,"Movement Research, Inc.",Council District 2,133041403,5000,DCLA,Funds will support educational programs in Council District 2.
Rivera,Moving For Life,Council District 2,465251831,5000,DFTA,Funds will support programs and operations in Council District 2.
Speaker,"Joseph Moving Mountains, Inc.",,261407568,50000,DYCD,"Funds will support a school based stem, cultural and performing arts enrichment programming for youth in Brooklyn DOE schools."
Louis,"Moving Mountains, Inc.",Emergency Food Services - Council District 45,261407568,5000,DYCD,Funds will be used for arts programming in Council District 45.
Nurse,"Muna Social Services, Inc.",Community Programs - Council District 37,844338493,30000,DYCD,"Funds will support general operating for social services in Council District 37, including but not limited to afterschool programs, adult literacy programs, and food pantries."
Brewer,Museum of Arts and Design,MAD's Community Block Party,133585408,5000,DCLA,Funds will support the museum's annual free block party in Council District 6.
Rivera,Museum of Chinese in the Americas,,112517055,5000,DCLA,Funds will support the programs and operations of MOCA.
Restler,"Museum of Food and Drink, The",Schools - Council District 33,203735162,5000,DYCD,Funds to support food culture public programming in Council District 33.
Menin,Museum of Jewish Heritage,A Living Memorial to the Holocaust,133376265,5000,DCLA,"To fund school group visits from City Council District 5 public, middle and high schools. Free admission and transportation to be offered to student groups for visits."
Powers,Museum of Jewish Heritage,A Living Memorial to the Holocaust,133376265,5000,DCLA,Funding will support expanded tours and free ticket programs to students in Council District 4.
Marte,Museum of Jewish Heritage,A Living Memorial to the Holocaust - Educational Programming - Council District 1,133376265,5000,DCLA,Funding to support the Holocaust education programming for NYC public school students in Council District 1.
Morano,Museum of Maritime Navigation and Communication,,900730331,15000,DCLA,"Funds will be used to support education, programming and operations."
Powers,Museum of the City of New York,,131624098,5000,DCLA,Funding to support operational expenses associated with classroom excursions to the museum.
