fiscal_year,stream,member,organization,program,ein,amount,agency,purpose,status,confidence,source_file
2017,appendix_b_local,Salamanca,"Community Board Athletic Leadership League, Inc.",,461603415,3000,DYCD,"Funding  to support the operational costs of the following programs: C-BALL Live, programming to targets the high obesity rate in communities, to provide free healthy breakfast for youth as well as free basketball clinics taught by professional athletes and coaches.",Cleared,high,funded_disclosure_FY2017.xlsx
2017,appendix_b_local,Miller,"Community Bridge Home, Inc.",,113192295,5000,DFTA,"Funding will cover costs associated with teaching intermediate bridge, which emphasizes progressively more difficult skills and provides practice lessons to reinforce skills.  In addition, students are encouraged to play in sanctioned games which follow lessons.",Cleared,high,funded_disclosure_FY2017.xlsx
2017,appendix_b_local,Richards,"Community Center of the Rockaway Peninsula, Inc.",Adult Vocational Program,113064561,20000,DYCD,Funds will be used to support the community center's Adult Vocational Program in Council District 31.,Cleared,high,funded_disclosure_FY2017.xlsx
2017,appendix_b_local,Matteo,Community Health Action of Staten Island (formerly SI AIDS Taskforce),,133556132,2000,DYCD,"Funds will support the mobile food truck's operations, including a driver, gas, insurance, and garage expenses.",Cleared,high,funded_disclosure_FY2017.xlsx
2017,appendix_b_local,Rose,Community Health Action of Staten Island (formerly SI AIDS Taskforce),,133556132,15000,DOHMH,"Funds will support administrative, staffing and operational costs associated with running the organization's food pantry.",Cleared,high,funded_disclosure_FY2017.xlsx
2017,appendix_b_local,Speaker,Community Health Action of Staten Island (formerly SI AIDS Taskforce),,133556132,25000,DYCD,"Funding will provide staffing and program support for regular, strategic public community building and needs assessment events for the Staten Island LGBT community, such as the Pride Parade and Festival, Coming Out Day, Day of Silence and regular town hall meetings on relevant issues.",Cleared,high,funded_disclosure_FY2017.xlsx
2017,appendix_b_local,Rose,"Community Health Center of Richmond, Inc.",,510567466,5000,DOHMH,"Funds will support administrative, staffing and operational costs associated with running the organization's community-wide events.",Cleared,high,funded_disclosure_FY2017.xlsx
2017,appendix_b_local,Torres,"Community Health Project, Inc.",,133409680,5000,DOHMH,"Funds will be used to provide comprehensive care and treatment for uninsured patients at their Bronx site, which targets the LGBT population.",Cleared,high,funded_disclosure_FY2017.xlsx
2017,appendix_b_local,Levin,"Community Help in Park Slope, Inc.",,112449994,2000,DYCD,To support services at the soup kitchen.,Cleared,high,funded_disclosure_FY2017.xlsx
2017,appendix_b_local,Rodriguez,"Community League of the Heights, Inc.",After-School Program @ Public School 4M,132564241,5000,DYCD,Funds will be used for after-school programming at PS 4M,Cleared,high,funded_disclosure_FY2017.xlsx
2017,appendix_b_local,Speaker,"Community League of the Heights, Inc.",,132564241,100000,DYCD,"CLOTH youth services provide education, job training, internship opportunities, and college exposure and application assistance to youth ages 5 – 18. CLOTH conducts college tours, seminars, and application assistance to serve 30 youth per year. Funds support part- and full-time instructor salaries, outcomes-tracking, computer software and lab equipment, and student travel costs for college tours and internships.",Cleared,high,funded_disclosure_FY2017.xlsx
2017,appendix_b_local,Lander,"Community Research Initiative on AIDS, Inc.",,133632234,5000,DOHMH,Funding to support general operating costs of education and training programs,Cleared,high,funded_disclosure_FY2017.xlsx
2017,appendix_b_local,Dromm,Community School District 30 Queens,,136400434,5000,DOE,To fund parent workshops.,Cleared,high,funded_disclosure_FY2017.xlsx
2017,appendix_b_local,Greenfield,"Community Service Center of Greater Williamsburg, Inc.",,455180976,25000,DYCD,"Funds will be used to cover costs of programs related to consumer assistance in addition to enrollment in the NYS Marketplace, Enrollment in Food Stamps through the POS System as a FoodBank NYC enrollment site, Assistance with retirement and benefits, Medicare, Med Part D, Senior Services, SSI, SSD and referral to Homecare assistance both Consumer Directed CDPAP and Managed Care. Funds will also be used to provide Energy Service assistance for heat related bills with HEAP and Heartshare.",Cleared,high,funded_disclosure_FY2017.xlsx
2017,appendix_b_local,Speaker,"Community Service Center of Greater Williamsburg, Inc.",,455180976,50000,DFTA,"Consumer assistance in addition to enrollment in the NYS Marketplace, Enrollment in Food Stamps through the POS System as a FoodBank NYC enrollment site, Assistance with retirement and benefits, Medicare, Med Part D, Senior Services, SSI, SSD and referral to Homecare assistance both Consumer Directed CDPAP and Managed Care. Energy Service assistance for heat related bills with HEAP and Heartshare.",Cleared,high,funded_disclosure_FY2017.xlsx
2017,appendix_b_local,Mendez,Community Service Society of New York,,135562202,2500,DFTA,Funding to support operating expenses for volunteers.,Cleared,high,funded_disclosure_FY2017.xlsx
2017,appendix_b_local,Levine,"Community Voices Heard, Inc.",,133901997,3500,DYCD,Funding to support outreach and education regarding civic participation among residents living in NYC Housing Authority-managed public housing.,Cleared,high,funded_disclosure_FY2017.xlsx
2017,appendix_b_local,Greenfield,"Community Voices Heard, Inc.",,133901997,5000,DYCD,"Funds will be used to conduct outreach and public education work with public assistance recipients about rights around welfare, includes educating participants around OSHA and wage and hour regulations.",Cleared,high,funded_disclosure_FY2017.xlsx
2017,appendix_b_local,Menchaca,"Community Voices Heard, Inc.",,133901997,5000,DYCD,Funds to conduct educational outreach about NYCHA regulations and leadership development to assist with addressing systemic issues in NYCHA. Activity will include public education about the NYCHA budget and meetings of residents to increase resident participation in decisions concerning governance within developments.,Cleared,high,funded_disclosure_FY2017.xlsx
2017,appendix_b_local,Speaker,"Community Voices Heard, Inc.",,133901997,50000,DYCD,To support the Public Housing Campaign which conducts outreach and education in an effort to increase civic participation among residents living in NYC Housing Authority-managed public housing.,Cleared,high,funded_disclosure_FY2017.xlsx
2017,appendix_b_local,Dickens,"Community Works, Inc.",,133580813,5000,DCLA,"Funds will be used to support educational and cultural programs, including workshops, performances and exhibitions serving public school students and community members.",Cleared,high,funded_disclosure_FY2017.xlsx
2017,appendix_b_local,Miller,Community Youth Care,After-School Program @ Public School 176Q,770695007,10000,DYCD,"Funding will be utilized to support PS176Q after-school programs that span across academic support and STEAM, emphasizing project based learning, PBL, and an aquatic program in the summer. Programming will include Homework assistance, Performing Arts, Music Instruction, Dance Instruction , Science , Swimming Field Trips , and swim instruction.",Cleared,high,funded_disclosure_FY2017.xlsx
2017,appendix_b_local,Cabrera,"Community-Word Project, Inc.",,134114145,5000,DCLA,Funding to support school-based arts residencies program at PS 279.,Cleared,high,funded_disclosure_FY2017.xlsx
2017,appendix_b_local,Constantinides,"Community-Word Project, Inc.",,134114145,5000,DCLA,"Funds will be used to defray the operating expenses for programs at PS 17, IS126, and PS234.",Cleared,high,funded_disclosure_FY2017.xlsx
2017,appendix_b_local,Reynoso,"Community-Word Project, Inc.",,134114145,5000,DCLA,To support a school-based arts residency at PS 84.,Cleared,high,funded_disclosure_FY2017.xlsx
2017,appendix_b_local,Rodriguez,"Community-Word Project, Inc.",Public School 132M,134114145,5000,DCLA,Funds will support Residencies at PS 132M,Cleared,high,funded_disclosure_FY2017.xlsx
