member,organization,program,ein,amount,agency,purpose
Menin,City University of New York,CUNY School of Law - Legal Services,133893536,22500,CUNY,To support free legal clinics in City Council District 5 for residents twice monthly for housing and one monthly for small claims.
Speaker,Brooks-Powers City University of New York,CUNY School of Urban and Labor Studies,133893536,177000,CUNY,To provide funding support for the CUNY ASAP program within Far Rockaway.
Barron,City University of New York,John Jay College - The Ronald E McNair Scholars Post Baccalaureate Achievement Program,133893536,5000,CUNY,"Funding for operating expenses for the The Ronald E McNair Scholars Post Baccalaureate Achievement Program at John Jay College, CUNY."
Ung,City University of New York,La Guardia and Wagner Archives,136400434,5000,CUNY,To support the New York City Council Collection at LaGuardia Community College.
Barron,City University of New York,Medgar Evers College - Center for Black Literature,133893536,5000,CUNY,Funding to support operating expense costs for public literary arts programming.
Speaker,City University of New York,Medgar Evers College - Center for Black Literature,133893536,100000,CUNY,To support programming on youth literature education and the celebration of Black literature.
Narcisse,City University of New York,Medgar Evers College - CLSJ Advocacy Academy,133893536,10000,CUNY,Funds will be used to provide civic engagement and social justice workshops to constituents of Council District 46.
Ung,City University of New York,Queens College - Asian/Asian American Center,133893536,5000,CUNY,To support the Asian/Asian American Center at Queens College.
Schulman,City University of New York,Queens College - Urban Studies Department,133893536,7350,CUNY,"To provide funding support for a needs assessment that will include land use, transportation, gentrification and infrastructure implications. Resources to support the Urban Studies Department at Queens College."
Caban,City University of New York,Queensborough Community College - Concert Program,133893536,5000,CUNY,Funding will be used to support concert programming that is free and available to all.
Ung,City University of New York,Queensborough Community College - Harriet & Kenneth Kupferberg Holocaust Center,136400434,5000,CUNY,To support programing at the Kupferberg Holocaust Center at QCC.
Speaker,Lee City University of New York,Queensborough Community College - Kupferberg Holocaust Resource Center & Archives,136400434,50000,CUNY,To support both the Kupferberg Holocaust Center and QPAC's programming and services at Queensborough Community College.
Krishnan,City University of New York,"Queensborough Community College Auxiliary Enterprise Association, Inc.",136400434,8900,CUNY,Funding to support the QPAC Internship Program.
Ung,City University of New York,"Queensborough Community College Auxiliary Enterprise Association, Inc.",133893536,12000,CUNY,To fund performances and concerts with in Council District 20.
Lee,City University of New York,"Queensborough Community College Auxiliary Enterprise Association, Inc. - Performing Arts Center",133893536,15000,CUNY,To help fund a series of After-School performance workshops.
Schulman,City University of New York,"Queensborough Community College Auxiliary Enterprise Association, Inc. - Senior Loyalty Program",133893536,15000,CUNY,To support QPAC's events in Council District 29 and the Senior Loyalty Program which provides accessible and affordable world-class entertainment to students and community members.
Schulman,City University of New York,"Queensborough Community College Auxiliary Enterprise Association, Inc. - Virtual Programs",133893536,5000,CUNY,"Funding to support Borough Wide Virtual Community Engagement & Digital Holocaust Resources, including virtual programs for students and virtual Holocaust commemorations."
Gennaro,City University of New York,Taft Institute - Queens College,136400434,5000,CUNY,Funding to support establishing a community-based project to develop a new curriculum for teaching immigration to high school students.
Powers,City University of New York,The Graduate Center - Images of Research Exhibit,133893536,5000,CUNY,Funding will support the design and installation of the Images of Research exhibit. Appendix B: Local Initiatives Page 54 Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Brannan,City University of New York Community Colleges,Kingsborough Community College Senior Programming,461371336,5000,CUNY,"To support the following: Aging Mastery Program, National Council on Aging (NCOA), Career and Life Planning."
Ariola,"Cityline Ozone Park Civilian Patrol, Inc.",Ozone Park Pantry,844635316,1500,DYCD,Funding will help continue to efforts of the Ozone Park Pantry and serving the local community especially seniors.
Moya,CityMeals on Wheels,,133634381,25000,DFTA,Funds will be used to provide fresh produce in meal deliveries in Council District 21.
Lee,CityMeals on Wheels,Council District 23,133634381,10000,DFTA,Funds will support the delivery of emergency meals in Council District 23.
Abreu,"Classical Theatre of Harlem, Inc., The",CTH Project Classics & Christmas Carol in Harlem - Council District 7,134046782,10000,DCLA,Funding to support CTH Project Classics and Christmas Carol in Harlem.
Marte,"Clemente Soto Velez Cultural and Education Center, Inc.",Building Community Through the Arts Program (BCTA),133735337,12000,DCLA,Funds will be used to support the Clemente's Building Community Through the Arts
Program,(BCTA). Gennaro Climate Museum,,475518278,6000,DCLA,Funding to support field trips to the Climate Museum.
Caban,Climate Museum,Public Engagement Campaign,475518278,5000,DYCD,"Funds will be used to support the Climate Museum programming, including community events, town halls, panels, and exhibitions."
Bottcher,"Clinton Housing Development Company, Inc.",,132851988,5000,HPD,"Funds will support tenant information meetings, building-wide meeting, seminars, workshops on topics relevant to forming associations, addressing housing repair issues and landlord/management issues."
Kagan,"Club A-Elita, Inc.",Young Star - Council District 47,815218002,2000,DYCD,"Funds will be used for music competition for younger population, festivals and live children music concerts."
Nurse,Coalition for Hispanic Family Services,Youth & Community Programming - District 37,133546023,10000,DYCD,Funds will support youth and community programming in Council District 37.
Marte,"Coalition for the Homeless, Inc.",Grand Central Food Program,133072967,5000,DYCD,To support the Grand Central Food Program and its services within District 1.
Speaker,"Feliz, Powers Coalition for the Homeless, Inc.",Grand Central Food Program,133072967,75000,DHS,To serve meals every night of the year to homeless and hungry people on the streets in
Manhattan,"(two vans with 17 feeding sites) and the Bronx (one van with eight feeding sites). Powers Coalition for the Homeless, Inc.",Grand Central Van Food Program - Council District 4,133072967,5000,DHS,Funding will support Grand Central Food program which serves meals to homeless and hungry people on the streets in Manhattan.
De La Rosa,"Coalition on Positive Health Empowerment, Inc.",Health Savvy - Council District 10,272654975,5000,DHMH,To support COPE's Health Savvy programming in Council District 10.
Barron,"Collective Food Works, Inc.",Council District 42,853979881,7500,DYCD,Fund will be used to provide Food Education and Entrepreneurship programming.
Lee,"Colonial Farmhouse Restoration Society of Bellerose, Inc.",Council District 23,112508369,28000,DCLA,"To support costs of urban farming, free daily admission, and programming."
Brewer,"Columbus Avenue District Management Association, Inc.",Art on the Avenue NYC - Upper West Side,061561857,8500,SBS,Funds will be utilized to support the annual exhibition of Art on the Avenue NYC - Upper West Side.
Brewer,"Committee for Environmentally Sound Development, Inc.",Community Engagement & Education,133581914,5000,DYCD,Funds will support community engagement and education programming and services.
Speaker,"Sanchez Committee for Hispanic Children and Families, Inc., The",,112622003,100000,DYCD,"To support CHCF's Early Care & Education Institute (EC&EI), Bronx Family Child Care Network and community empowerment programming. Appendix B: Local Initiatives Page 55 Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Sanchez,"Committee for Hispanic Children and Families, Inc., The",Community Empowerment & Engagement - Council District 14,112622003,10000,DYCD,To support an annual summer and winter community empowerment event including back to school events to ensure students are equipped with the supplies necessary to succeed in school in Council District 14.
