member,organization,program,ein,amount,agency,purpose
Jordan,Department of Education,Public School 92M Mary Mcleod Bethune (05M092),136400434,20000,DOE,Funds will support early childhood culturally and historically relevant literacy program in Public School 92M Mary Mcleod Bethune (05M092).
Restler,Department of Education,Public School/Intermediate School 157K The Benjamin Franklin Health & Science (14K157),136400434,2000,DOE,Funds will be used to support arts programming.
Carr,Department of Education,Ralph McKee High School (31R600),136400434,5000,DOE,Funds to defray costs of additional supplies for students.
Hanks,Department of Education,Ralph R. Mckee High School (31R600),136400434,1000,DOE,Funds will be used by the PTA at Ralph R. McKee CTE High School (31R600).
Hanks,Department of Education,Richard H. Hungerford School 721R (75R721),136400434,1000,DOE,Funds will be used by the PTA at the Richard H. Hungerford School (75R721).
Adams,Department of Education,Richmond Hill High School - CTE,136400434,4500,DOE,Funds will serve to purchase 2 cameras for the CTE program at RHHS.
Ariola,Department of Education,Robert H. Goddard School of Communication Arts & Technology 308Q (27Q308),136400434,9000,DOE,Funds will be used to support SAT preparation for high school students at Robert H. Goddard School of Communication Arts and Technology. Page 66 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Ariola,Department of Education,Scholars Academy (27Q323),136400434,9000,DOE,"The funds will be used to support SAT preparation at Scholars Academy (27Q323) in Rockaway Park, NY."
Paladino,Department of Education,School District 25 - Basketball Event - Council District 19,136400434,5000,DOE,Funding will be used for School District 25's basketball event in Council District 19.
Restler,Department of Education,"Science Skills Center High School for Science, Technology and the Creative Arts (13K419)",136400434,1000,DOE,Funds will be used to support the Early College Awareness and Preparation program.
Hanks,Department of Education,Staten Island School of Civic Leadership 861R (31R861),136400434,1000,DOE,Funds will be used by the PTA at the Staten Island School of Civic Leadership (31R861).
Carr,Department of Education,Susan E. Wagner High School (31R460) PTA,136400434,5000,DOE,Funds will be used to support the Wagner PTA.
Restler,Department of Education,The Boerum Hill School for International Studies (15K497),136400434,1000,DOE,Funds will be used to support chess programming at the School for International Studies.
Jordan,Department of Education,Thurgood Marshall Academy Lower School (05M318),136400434,20000,DOE,Funds will support early childhood culturally and historically relevant literacy program Thurgood Marshall Academy Lower School (05M318).
Borelli,Department of Education,Tottenville High School (31R455) - PTA,136400434,3000,DOE,Funds will be used to support the Parent Teacher Association of Tottenville High School.
Ayala,Department of Education,Vito Marcantonio Community Peace Garden,136400434,5000,DOE,To provide funding for the care and maintenance of the Vito Marcantonio Community Peace Garden at M050.
Restler,Department of Education,Williamsburg Preparatory School (14K561),136400434,2000,DOE,Funds will be used to support after-school chess programming.
Feliz,Department of Health and Mental Hygiene,Health Bucks,136400434,40000,DHMH,Funds will go towards purchasing Health Bucks to promote healthy eating in Council District 15.
Speaker,Salamanca Department of Health and Mental Hygiene,Health Bucks,136400434,75000,DHMH,Funds will be used for Health Bucks distribution via Urban Health Plan in Council District 17.
Stevens,Department of Health and Mental Hygiene,Health Bucks Program - Council District 16,136400434,25000,DHMH,Funding will support DOHMH's Health Bucks program in Council District 16.
Salamanca,Department of Health and Mental Hygiene,Health Bucks Program - Council District 17,136400434,30000,DHMH,"Funds will support Health Bucks through Urban Health Plan, which promotes healthy eating within low income neighborhoods."
Moya,Department of Parks and Recreation,,136400434,24500,DPR,Funds will support NYC Parks Fitness Mobile Unit programming and events in Council District 21.
Lee,Department of Parks and Recreation,Alley Pond Park,136400434,3000,DPR,To help fund a science program in Alley Pond Park and costs for seasonal maintenance staff.
Sanchez,Department of Parks and Recreation,Bean Morris Garden,136400434,5000,DPR,"To purchase picnic tables, tents, shed, soil, plants and benches at Bean Morris Garden."
Brooks-Powers,Department of Parks and Recreation,Council District 31,136400434,15000,DPR,"Funds to be used in various parks in Council District 31, as well as a Fireworks display to be used for the Caribbean Carnival in August 2022."
Paladino,Department of Parks and Recreation,Crocheron & John Golden Park,136400434,5000,DPR,"Funding will support the Friends of Crocheron and John Golden Park, park events and services."
Lee,Department of Parks and Recreation,Cunningham Park & Playgrounds,136400434,10000,DPR,Funding to support general operating expenses for Cunningham Park and playgrounds.
Williams,Department of Parks and Recreation,Family Day - Council District 27,136400434,15000,DPR,Funding will cover costs associated with producing a Family Day in Council District 27.
Gennaro,Department of Parks and Recreation,Family Days - Council District 24,136400434,10000,DPR,Family Days at Parks throughout Council District 24.
Williams,Department of Parks and Recreation,Fitness Events - Council District 27,136400434,10000,DPR,"Funding will provide family-oriented, fun fitness events in Council District 27. Page 67 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds"
Paladino,Department of Parks and Recreation,Francis Lewis Park Movie Night - Council District 19,136400434,5000,DPR,Funding will be used to support Council District 19 movie night at Francis Lewis Park.
Gennaro,Department of Parks and Recreation,Friends of Cunningham Park,136400434,3500,DPR,Funding will be used for concerts at Cunningham Park.
Rivera,Department of Parks and Recreation,Hamilton Fish Park - Basketball Tournament,136400434,5000,DPR,Funds will support the annual basketball tournament at Hamilton Fish Park.
Paladino,Department of Parks and Recreation,Holiday Lighting @Bowne Park,136400434,5000,DPR,Funds will be used to support Holiday Lighting in Bowne Park in Council District 19.
Marte,Department of Parks and Recreation,Jazz Night,136400434,2500,DPR,Funds will be used to host a Jazz Concert in a Council District 1 Park.
Menin,Department of Parks and Recreation,John Jay & St Catherine's Park,136400434,20000,DPR,To fund part-time attendant at John Jay and St Catherine's Park in Council District 5.
Menin,Department of Parks and Recreation,Lexington Houses Community Garden,136400434,15000,DPR,"Funds will be used to support gardens and gardeners at the Lexington Houses Community Garden with supplies, technical assistance, and needed upgrades."
Hanks,Department of Parks and Recreation,Mariner's Harbor Playground Associate,136400434,5000,DPR,Funds will supplement the Mariner's Harbor Playground Associate.
Salamanca,Department of Parks and Recreation,Movie Nights - Council District 17,136400434,20000,DPR,Funding will be used to support Movie nights in Council District 17.
Mealy,Department of Parks and Recreation,Movies in the Park - Council District 41,136400434,7500,DPR,Funds will provide Movies in the Park in Council District 41.
Dinowitz,Department of Parks and Recreation,Movies in the Parks - Council District 11,136400434,10000,DPR,To provide free movie screenings in parks around the district (aside from Van Cortlandt Park).
Dinowitz,Department of Parks and Recreation,Movies in the Parks - Van Cortlandt Park,136400434,5000,DPR,To provide free movie screenings for Van Cortlandt Park's Movies Under The Stars Series.
Sanchez,Department of Parks and Recreation,Movies Under the Stars - Council District 14,136400434,10000,DPR,To support movie under the stars at St James Park and/or at DeVoe Park.
Sanchez,Department of Parks and Recreation,Movies Under the Stars - Council District 14,136400434,10000,DPR,"To support movies under the stars at Bean Morris Garden, Galileo Park, Mt Hope Playground, Aqueduct Walk or Morton Playground."
Adams,Department of Parks and Recreation,Park Events - Council District 28,136400434,20000,DPR,"Funds will support movies in Council District 28 parks, a Gospel Fest in Council District 28 and a named bench at the Baisley Playground on Foch Blvd."
Ariola,Department of Parks and Recreation,"Rockaway Festivals & Events - Rockaway Beach, Boardwalk & Broad Channel Park",136400434,20000,DPR,Funds will be used for festivals and events in Rockaway.
Marte,Department of Parks and Recreation,Skate Night,136400434,2500,DPR,"Funds will be used to host a 'skate night' at a Council District 1 park, facility or skating location."
