member,organization,program,ein,amount,agency,purpose
Paladino,"Chamber of Commerce Borough of Queens, Inc.",Community Business Resources & Community Fireworks Show,110559220,12500,SBS,"To support and promote economic development, job creation, retention, community investment, and community fireworks show in Council District 19."
Speaker,"Ariola Chamber of Commerce Borough of Queens, Inc.",Community Events,110559220,75000,SBS,To provide funding support for community events.
Brooks-Powers,"Chamber of Commerce Borough of Queens, Inc.",Council Member 31,110559220,10000,SBS,"Funding will support neighborhood-level initiatives that promote economic development, job creation, retention, and community investment in Council District 31."
Holden,"Chamber of Commerce Borough of Queens, Inc.",Holiday Lights - Council District 30,110559220,6500,SBS,"Funds to be used to support holiday lights in commercial district in Council District 30, including Ridgewood Fresh Pond Road."
Ariola,"Chamber of Commerce Borough of Queens, Inc.",Holiday Lights - Ozone Park,110559220,5000,SBS,Funds will be used to put up holiday lights in Ozone Park.
Ariola,"Chamber of Commerce Borough of Queens, Inc.",Rockaway Civic,110559220,20000,SBS,Funding will be used for the Rockaway Civic to hold events and beautify B. 116th St. and B. 129th St. Includes Christmas event on B. 116th St.
Caban,"Chamber of Commerce Borough of Queens, Inc.",Small Business Support,110559220,5000,SBS,Funds will be used to support merchant organizing on Ditmars Blvd.
Ung,"Chamber of Commerce Borough of Queens, Inc.",Small Business Support,110559220,6000,SBS,To fund programming and operational costs for the Small Business Resource Sessions and Merchant Organizing Program.
Williams,"Chamber of Commerce Borough of Queens, Inc.",Winter Market - Linden Blvd,110559220,5000,SBS,Funds will be used to support the Winter Market on Linden Blvd in Council District 27.
Ariola,"Chamber of Commerce Borough of Queens, Inc.",Woodhaven BID & Beach 116th Street,110559220,15000,SBS,Funds will support small business development and community outreach in Council District 32 through Woodhaven BID and B. 116 Street.
Marte,"Charles B. Wang Community Health Center, Inc.",The Teen Resource Center (TRC),132739694,5000,DHMH,Funding to support the Teen Resource Center (TRC) within the Charles B. Wang Community Health Center (CBWCHC).
Narcisse,"Chasdei Devorah, Inc.",,342006065,5000,FDNY,Funds to provide health services and programming to Council District 46.
Vernikov,"Chasdei Devorah, Inc.",,342006065,5000,FDNY,Funding to cover the costs associated with training women to volunteer as (EMTs) and costs associated with operating a volunteer emergency medical service agency.
Bottcher,"Chashama Arts, Inc.",,133862422,5000,DCLA,Funds will support operations and related programming and services. Page 49 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Menin,"Chashama Arts, Inc.",,133862422,5000,DCLA,Funds will be used to provide the service in Council District 5 at 340 E 64th St. They will fund a workspace and presentation space for local artists.
Powers,"Chashama Arts, Inc.",,133862422,5000,DCLA,"Funding will support Chashama’s programming in District 4 to transform unused real estate into spaces for small businesses, artist workspaces, and venues for art presentations and community arts workshops."
Gutierrez,Chaveirim of Boro Park Williamsburg,Operations - Council District 34,800004578,5000,DYCD,Funding will support Safety Response Operation in Council District 34.
Lee,"CHAZAQ Organization USA, Inc.",,462148352,5000,DYCD,Funding to support operating expenses of community programming and services.
Schulman,"CHAZAQ Organization USA, Inc.","Afterschool, Youth, Adult & Educational Programming - Council District 29",462148352,14000,DYCD,"To provide cultural events, seminars, and lectures for youth, teens, and adults; along with nutritious meals and exciting activities in Council District 29."
Bottcher,"Chekpeds, Inc.",,264483508,7000,DYCD,Funds for build and install containers to plant trees on pedestrian islands.
Bottcher,"Chelsea Film Festival, Inc.",,464082997,6500,DCLA,Funds will be used to support the 12th annual edition of the Chelsea Film Festival (CFF).
Hudson,"Chess-in-the-Schools, Inc.",Chess Programming - Council District 35,136119036,10000,DOE,Funding to support Chess-in-the-Schools programs in Central Brooklyn.
Won,"Chess-in-the-Schools, Inc.",Council District 26,136119036,5000,DYCD,"Funds will support Chess in Schools programming which includes tournaments, college prep, summer camps, teacher training and after-school programming."
Schulman,"Chess-in-the-Schools, Inc.","School Program, Tournament Program, College Bound Program & Teacher Training Institute",136119036,6500,DOE,"To support in-school chess instruction, after-school clubs, competitive school-aged chess tournaments, wraparound college access and readiness services for low-income students, and chess trainings for teachers."
Gennaro,Chhaya Community Development Corporation,,113580935,5000,DYCD,"Funds will support outreach efforts, educational workshops, case management and counseling services in Council District 24."
Adams,Chhaya Community Development Corporation,,113580935,8000,HPD,"Funds will serve to protect, preserve and promote affordable housing."
Lee,"Child Center of NY, Inc., The",,111733454,10000,DHMH,Funds will support mental health programming for Council District 23 residents.
Ung,"Child Center of NY, Inc., The",Council District 20,111733454,6500,DYCD,"To support culturally-sensitive mental health programming, improved access to health care, and related programming to youth in Council District 20."
Salaam,"Children’s Storefront, The",,132940671,5000,DYCD,To fund their Play & Learn program for healthy brain development of children up to age of three by facilitating activities between the children and their caregiver/parents.
Speaker,"Ayala Children's Aid Society, The",Summer Youth Programming,135562191,50000,DYCD,"Funding to support off-setting the costs of hiring culinary, dance and theater instructors to provide youth programming."
Rivera,"Children's Museum of the Arts, Inc.",,133520970,3000,DCLA,Funds will support Children's Museum of the Arts programs and operations.
Bottcher,"Children's Museum of the Arts, Inc.",,133520970,5000,DCLA,Funds will support free experimental arts programs.
De La Rosa,"Children's Museum of the Arts, Inc.",CMA Programming - Council District 10,133520970,5000,DCLA,To support CMA's programming in Council District 10.
Zhuang,"Chimerica Women Association, Inc.",Community Services for Low Income,842066679,5000,DYCD,"Citizenship tutoring including 4 sections of USCIS exam, 10 weeks for each section in Council District 43."
Marte,"Chinatown District Management Association, Inc.",AAPI Community Support,455491393,9000,DYCD,"To support the BID's actions towards community safety, especially AAPI businesses and communities."
Ung,"Chinatown Manpower Project, Inc.",Community Development - Council District 20,132755214,5000,DYCD,Funding to offset costs of Job Counselor or Business Counselor to help Council District 20 residents find a job and start/sustain a business. Page 50 Appendix B: Local Initiatives Council Member Sponsor Legal Name of Organization - Program Name Tax ID Amount Agency Purpose of Funds
Menin,"Chinese American Planning Council, Inc.",,136202692,5000,DYCD,Funding will be used to enhance the multilingual social services program aimed at reducing poverty and providing support and access to services for immigrants and limited English proficiency community members in City Council District 5.
Aviles,"Chinese American Planning Council, Inc.",CPC Brooklyn Multi-Social Services,136202692,25000,DYCD,Funds will be used to enhance the multilingual social services program for Council District 38.
Schulman,"Chinese American Planning Council, Inc.",Queens Senior Employment Program,136202692,4000,DFTA,"To support the Queens Community Senior Employment program for District 29 residents, including one-on-one and group supportive counseling to assist seniors of ages 55 and older to meet employment goals."
Yeger,"Chinese American Social Services Center, Inc.",,474279061,5000,DYCD,To provide programming and various social services for new immigrants.
Mealy,"Christian Visions Ministry, Inc.",Brownsville Mini Olympics Against Gun Violence,341979337,5000,DYCD,"The funds will be used to cover expenses for clothing, trophies and medals, food and refreshments, and music."
Louis,"Christopher Rose Community Empowerment Campaign, Inc.",,113423612,5000,DHMH,Funds will be used to support Maternal and Child Health Services Programs. In Council District 45.
Bottcher,Church of the Holy Apostles,,132892297,10000,DYCD,Funds will support free experimental arts programs.
Osse,"Churches United for Fair Housing, Inc.",,264698161,30000,HPD,Funding for affordable housing and tenant support services in Council District 36.
Gutierrez,"Churches United for Fair Housing, Inc.",Local Youth Organizing & Services - Council District 34,264698161,6000,DYCD,Funding will support local youth organizing and services.
Hudson,"Churches United for Fair Housing, Inc.",Turkey Giveaway Support - Council District 35,264698161,10000,DYCD,"Funding to support Council District 35's annual turkey giveaway, including staffing and supplies."
